intelligence_id,intelligence_type,subject_type,subject_code,subject_name,attribute,score,level,confidence_score,derived_from,model_id,valid_from,valid_to,status,remarks
INT-RISK-000001,RISK,CITY,MUM,Mumbai,Flood Risk,94,Very High,0.97,OBS-WTH-000001;OBS-DIS-000001;OBS-ENV-000009,MODEL-ENV-RISK-001,2026-07-01,2026-07-31,Active,
INT-RISK-000002,RISK,CITY,MUM,Mumbai,Water Ingress Risk,91,Very High,0.96,OBS-WTH-000001;OBS-DIS-000001,MODEL-ENV-RISK-001,2026-07-01,2026-07-31,Active,
INT-RISK-000003,RISK,CITY,CHE,Chennai,Cyclone Risk,89,High,0.96,OBS-DIS-000002;OBS-WTH-000007,MODEL-ENV-RISK-001,2026-10-20,2026-11-20,Active,
INT-RISK-000004,RISK,CITY,CHE,Chennai,Flood Risk,83,High,0.95,OBS-DIS-000012;OBS-WTH-000006,MODEL-ENV-RISK-001,2026-11-01,2026-11-30,Active,
INT-RISK-000005,RISK,CITY,DEL,Delhi,Heat Damage Risk,92,Very High,0.96,OBS-WTH-000004;OBS-DIS-000004,MODEL-ENV-RISK-002,2026-06-01,2026-06-30,Active,
INT-RISK-000006,RISK,CITY,DEL,Delhi,Fog Accident Risk,68,Medium,0.91,OBS-WTH-000005,MODEL-ENV-RISK-002,2026-11-01,2027-01-31,Active,Winter Season
INT-RISK-000007,RISK,CITY,KOL,Kolkata,Lightning Risk,81,High,0.94,OBS-DIS-000005,MODEL-ENV-RISK-003,2026-08-01,2026-09-30,Active,
INT-RISK-000008,RISK,CITY,GOA,Panaji,Coastal Corrosion Risk,87,High,0.95,OBS-WTH-000014;OBS-ENV-000007,MODEL-ENV-RISK-003,2026-01-01,2026-12-31,Active,
INT-RISK-000009,RISK,CITY,GUW,Guwahati,Flood Risk,95,Very High,0.98,OBS-WTH-000013;OBS-DIS-000007,MODEL-ENV-RISK-001,2026-07-01,2026-08-31,Active,
INT-RISK-000010,RISK,CITY,SHI,Shimla,Landslide Risk,84,High,0.95,OBS-DIS-000003;OBS-ENV-000005,MODEL-ENV-RISK-004,2026-07-01,2026-09-30,Active,
INT-RISK-000011,RISK,CITY,SHI,Shimla,Snow Hazard Risk,73,Medium,0.93,OBS-DIS-000011,MODEL-ENV-RISK-004,2026-01-01,2026-02-28,Active,
INT-RISK-000012,RISK,CITY,PUN,Pune,Hail Damage Risk,61,Medium,0.90,OBS-DIS-000009,MODEL-ENV-RISK-005,2026-03-01,2026-04-30,Active,
INT-RISK-000013,RISK,CITY,AHM,Ahmedabad,Dust Storm Risk,72,Medium,0.91,OBS-DIS-000010,MODEL-ENV-RISK-005,2026-05-01,2026-06-30,Active,
INT-RISK-000014,RISK,CITY,JAI,Jaipur,Drought Risk,74,Medium,0.92,OBS-DIS-000008,MODEL-ENV-RISK-006,2026-04-01,2026-06-30,Active,
INT-RISK-000015,RISK,CITY,KOL,Kolkata,Environmental Hazard Score,82,High,0.94,OBS-WTH-000008;OBS-DIS-000005,MODEL-ENV-RISK-007,2026-08-01,2026-08-31,Active,
