observation_id,observation_type,subject_type,subject_code,subject_name,attribute,metric,metric_unit,observed_value,observation_timestamp,geographic_scope,temporal_scope,source_type,source_name,collection_method,quality_score,confidence_score,version,remarks
OBS-INS1-000001,POLICY,POLICY,POL-000001,Policy-000001,Policy Age,Duration,years,4,2026-07-01T00:00:00Z,Mumbai,Current,PAS,Policy Admin System,System,0.99,0.99,v1.0,
OBS-INS1-000002,PAYMENT,POLICY,POL-000002,Policy-000002,Premium Amount,Currency,INR,18500,2026-07-01T00:00:00Z,Delhi,Annual,Billing,Billing System,System,0.99,0.99,v1.0,
OBS-INS1-000003,PAYMENT,POLICY,POL-000003,Policy-000003,Payment Frequency,Frequency,Type,Quarterly,2026-07-01T00:00:00Z,Bengaluru,Current,PAS,Policy Admin System,System,0.99,0.98,v1.0,
OBS-INS1-000004,PAYMENT,POLICY,POL-000004,Policy-000004,Payment Timeliness,Delay,days,0,2026-07-01T00:00:00Z,Chennai,Monthly,Payment Gateway,Gateway,System,0.98,0.98,v1.0,
OBS-INS1-000005,PAYMENT,POLICY,POL-000005,Policy-000005,Grace Period Usage,Duration,days,7,2026-07-01T00:00:00Z,Pune,Current,Billing,Billing System,System,0.98,0.97,v1.0,
OBS-INS1-000006,RENEWAL,POLICY,POL-000006,Policy-000006,Renewal Status,Status,Flag,Renewed,2026-07-01T00:00:00Z,Ahmedabad,Annual,PAS,Policy Admin System,System,0.99,0.99,v1.0,
OBS-INS1-000007,RENEWAL,POLICY,POL-000007,Policy-000007,Renewal Count,Count,number,5,2026-07-01T00:00:00Z,Kolkata,Lifetime,PAS,Policy Admin System,System,0.99,0.99,v1.0,
OBS-INS1-000008,POLICY,POLICY,POL-000008,Policy-000008,Policy Tenure,Duration,years,8,2026-07-01T00:00:00Z,Hyderabad,Current,PAS,Policy Admin System,System,0.99,0.99,v1.0,
OBS-INS1-000009,PAYMENT,POLICY,POL-000009,Policy-000009,Missed Payments,Count,count,1,2026-07-01T00:00:00Z,Jaipur,Annual,Billing,Billing System,System,0.98,0.97,v1.0,
OBS-INS1-000010,PAYMENT,POLICY,POL-000010,Policy-000010,Auto Debit Enabled,Boolean,Flag,Yes,2026-07-01T00:00:00Z,Surat,Current,CRM,CRM,System,0.99,0.99,v1.0,
OBS-INS1-000011,PAYMENT,POLICY,POL-000011,Policy-000011,Payment Method,Category,Type,UPI,2026-07-01T00:00:00Z,Nagpur,Current,Payment Gateway,Gateway,System,0.99,0.99,v1.0,
OBS-INS1-000012,POLICY,POLICY,POL-000012,Policy-000012,Policy Status,Category,Type,Active,2026-07-01T00:00:00Z,Lucknow,Current,PAS,Policy Admin System,System,0.99,0.99,v1.0,
OBS-INS1-000013,PAYMENT,POLICY,POL-000013,Policy-000013,Premium Revision,Percentage,%,8,2026-07-01T00:00:00Z,Goa,Annual,Billing,Billing System,System,0.97,0.96,v1.0,
OBS-INS1-000014,RENEWAL,POLICY,POL-000014,Policy-000014,Renewal Reminder Response,Duration,days,2,2026-07-01T00:00:00Z,Indore,Current,CRM,CRM,System,0.98,0.97,v1.0,
OBS-INS1-000015,POLICY,POLICY,POL-000015,Policy-000015,Cancellation Requests,Count,count,0,2026-07-01T00:00:00Z,Kochi,Annual,CRM,CRM,System,0.98,0.97,v1.0,
